id,gen,varsta,educatie,regiune,mediu,salariu_lunar_net_lei,promovat
436,M,43,Facultate,Sud-Est,Rural,5735.0,Nu
437,F,35,Facultate,Sud-Vest Oltenia,Rural,3878.0,Nu
438,M,32,Facultate,Centru,Urban,5753.0,Da
439,M,37,Profesional,Nord-Vest,Rural,3761.0,Da
440,F,49,Profesional,Nord-Vest,Rural,4125.0,Nu
441,M,46,Profesional,Nord-Vest,Rural,3073.0,Da
442,M,42,Masterat,Sud-Est,Urban,6391.0,Da
443,M,43,Liceu,Vest,Rural,4300.0,Da
444,M,45,Liceu,Vest,Rural,3367.0,Nu
445,F,38,Gimnaziu,Nord-Est,Rural,2200.0,Nu
446,F,52,Primar,Sud-Est,Urban,4013.0,Nu
447,F,50,Facultate,Bucuresti-Ilfov,Urban,8387.0,Da
448,M,33,Profesional,Vest,Rural,4032.0,Da
449,M,42,Liceu,Nord-Est,Rural,2827.0,Da
450,M,33,Profesional,Centru,Urban,4062.0,Nu
451,F,42,Liceu,Sud-Vest Oltenia,Rural,2321.0,Nu
452,M,60,Postliceal,Sud-Muntenia,Rural,2789.0,Da
453,M,30,Liceu,Centru,Rural,3380.0,Da
454,M,40,Facultate,Nord-Vest,Rural,6486.0,Da
455,F,27,Facultate,Nord-Est,Urban,5009.0,Nu
456,F,33,Liceu,Nord-Vest,Urban,3750.0,Nu
457,F,50,Gimnaziu,Sud-Vest Oltenia,Rural,,Nu
458,M,40,Profesional,Bucuresti-Ilfov,Rural,5070.0,Nu
459,M,53,Liceu,Nord-Est,Rural,3350.0,Nu
460,M,36,Facultate,Nord-Est,Urban,5204.0,Da
461,F,34,Liceu,Centru,Urban,3592.0,Da
462,M,51,Masterat,Nord-Est,Urban,5223.0,Da
463,M,41,Liceu,Sud-Muntenia,Urban,3184.0,Nu
464,F,38,Profesional,Nord-Est,Rural,,Nu
465,F,33,Profesional,Sud-Est,Urban,2756.0,Nu
466,F,37,Profesional,Sud-Muntenia,Rural,2240.0,Da
467,F,36,Liceu,Nord-Est,Urban,2947.0,Nu
468,F,55,Liceu,Sud-Est,Urban,2837.0,Da
469,F,53,Masterat,Sud-Vest Oltenia,Rural,5941.0,Da
470,F,39,Facultate,Sud-Muntenia,Rural,4575.0,Nu
471,F,53,Facultate,Nord-Est,Urban,5357.0,Da
472,F,18,Masterat,Sud-Vest Oltenia,Rural,5071.0,Da
473,M,63,Masterat,Vest,Rural,6866.0,Nu
474,F,50,Masterat,Nord-Est,Urban,5403.0,Nu
475,M,37,Facultate,Nord-Vest,Rural,5260.0,Nu
476,M,49,Liceu,Vest,Rural,4065.0,Da
477,M,37,Liceu,Vest,Urban,4673.0,Da
478,M,33,Postliceal,Sud-Muntenia,Urban,4892.0,Da
479,M,38,Facultate,Nord-Est,Rural,3839.0,Da
480,F,48,Liceu,Nord-Vest,Urban,4038.0,Da
481,F,40,Primar,Sud-Muntenia,Rural,3082.0,Nu
482,M,48,Facultate,Nord-Est,Rural,3505.0,Nu
483,F,47,Gimnaziu,Sud-Est,Urban,3084.0,Da
484,F,42,Facultate,Centru,Rural,5485.0,Da
485,F,48,Primar,Bucuresti-Ilfov,Urban,,Nu
486,F,56,Liceu,Bucuresti-Ilfov,Rural,,Nu
487,M,57,Masterat,Sud-Est,Urban,8190.0,Da
488,F,33,Profesional,Centru,Rural,3095.0,Nu
489,M,41,Postliceal,Bucuresti-Ilfov,Rural,5316.0,Da
490,M,37,Masterat,Nord-Est,Urban,6735.0,Da
491,M,45,Postliceal,Centru,Rural,3853.0,Nu
492,F,67,Profesional,Bucuresti-Ilfov,Urban,5511.0,Nu
493,F,35,Postliceal,Nord-Est,Urban,4580.0,Nu
494,M,45,Gimnaziu,Nord-Est,Urban,5000.0,Da
495,F,55,Postliceal,Nord-Est,Rural,2973.0,Nu
496,M,59,Profesional,Nord-Est,Rural,3698.0,Nu
497,M,48,Facultate,Centru,Rural,5992.0,Da
498,F,32,Profesional,Sud-Est,Urban,4290.0,Nu
499,F,37,Facultate,Nord-Vest,Rural,4415.0,Nu
500,M,43,Liceu,Sud-Est,Rural,3828.0,Da
501,M,41,Postliceal,Bucuresti-Ilfov,Rural,5308.0,Nu
502,M,67,Postliceal,Bucuresti-Ilfov,Urban,7211.0,Da
503,M,46,Liceu,Sud-Est,Urban,5047.0,Da
504,M,56,Facultate,Vest,Urban,7011.0,Nu
505,M,24,Profesional,Sud-Muntenia,Urban,3860.0,Da
506,F,54,Profesional,Nord-Vest,Urban,3143.0,Nu
507,F,48,Profesional,Sud-Muntenia,Urban,3363.0,Da
508,F,24,Liceu,Sud-Est,Rural,2200.0,Nu
509,M,37,Doctorat,Nord-Est,Urban,8252.0,Da
510,M,47,Primar,Bucuresti-Ilfov,Rural,4487.0,Nu
511,M,46,Liceu,Centru,Urban,,Da
512,M,57,Postliceal,Centru,Rural,4688.0,Da
513,F,19,Liceu,Sud-Vest Oltenia,Urban,2710.0,Da
514,F,40,Profesional,Sud-Vest Oltenia,Urban,2776.0,Nu
515,F,21,Masterat,Nord-Est,Urban,4585.0,Nu
516,M,43,Primar,Nord-Vest,Urban,3997.0,Nu
517,F,34,Liceu,Nord-Est,Urban,3319.0,Nu
518,F,51,Doctorat,Sud-Est,Urban,6621.0,Nu
519,M,37,Gimnaziu,Sud-Est,Urban,3667.0,Da
520,M,36,Gimnaziu,Nord-Est,Rural,3355.0,Da
521,M,56,Liceu,Centru,Urban,5436.0,Nu
522,M,61,Liceu,Nord-Vest,Urban,6136.0,Da
523,M,26,Facultate,Bucuresti-Ilfov,Rural,5477.0,Da
524,F,31,,Sud-Muntenia,Urban,5142.0,Nu
525,F,41,Profesional,Nord-Vest,Urban,4064.0,Nu
526,M,48,Liceu,Sud-Est,Rural,3602.0,Nu
527,M,54,Profesional,Sud-Muntenia,Rural,4837.0,Nu
528,F,49,Facultate,Sud-Vest Oltenia,Rural,3818.0,Nu
529,M,64,Liceu,Vest,Rural,3903.0,Nu
530,M,44,Postliceal,Sud-Est,Rural,5078.0,Nu
531,F,60,Facultate,Sud-Vest Oltenia,Rural,3850.0,Nu
532,F,67,Liceu,Nord-Vest,Urban,4744.0,Da
533,F,51,Gimnaziu,Nord-Vest,Rural,3602.0,Da
534,F,42,Profesional,Vest,Urban,3973.0,Nu
535,F,32,Facultate,Sud-Muntenia,Urban,5349.0,Da
536,F,46,Gimnaziu,Bucuresti-Ilfov,Urban,5793.0,Da
537,M,43,Primar,Vest,Urban,4451.0,Da
538,M,58,Gimnaziu,Vest,Urban,5038.0,Nu
539,M,49,Liceu,Nord-Est,Urban,4652.0,Da
540,M,41,Masterat,Vest,Rural,6621.0,Nu
541,M,53,Facultate,Nord-Est,Urban,6140.0,Nu
542,F,29,Profesional,Nord-Vest,Urban,2472.0,Nu
543,M,67,Postliceal,Sud-Est,Rural,3266.0,Nu
544,M,41,Gimnaziu,Centru,Rural,4214.0,Da
545,F,57,Profesional,Sud-Muntenia,Rural,2587.0,Da
546,M,20,Gimnaziu,Sud-Muntenia,Urban,3279.0,Nu
547,M,50,Liceu,Nord-Vest,Urban,5129.0,Nu
548,F,34,Facultate,Nord-Est,Urban,5489.0,Da
549,F,32,Primar,Nord-Vest,Rural,2932.0,Nu
550,M,44,Liceu,Sud-Vest Oltenia,Urban,3522.0,Da
551,F,58,Facultate,Nord-Est,Rural,4582.0,Da
552,F,33,Liceu,Sud-Vest Oltenia,Urban,3072.0,Da
553,M,60,Facultate,Vest,Rural,4968.0,Da
554,M,59,Liceu,Sud-Muntenia,Rural,3237.0,Da
555,M,40,Liceu,Nord-Vest,Urban,5609.0,Nu
556,M,35,Gimnaziu,Nord-Vest,Rural,3676.0,Nu
557,M,32,Facultate,Centru,Rural,6130.0,Da
558,F,22,Liceu,Nord-Est,Urban,,Da
559,M,59,Profesional,Vest,Urban,5038.0,Da
560,M,50,Facultate,Bucuresti-Ilfov,Urban,9155.0,Da
561,F,28,Masterat,Nord-Est,Urban,4721.0,Da
562,M,24,Primar,Nord-Vest,Rural,2426.0,Nu
563,M,45,Postliceal,Sud-Muntenia,Urban,4915.0,Da
564,M,57,Postliceal,Sud-Muntenia,Urban,6055.0,Da
565,F,52,Gimnaziu,Nord-Est,Urban,2809.0,Da
566,M,48,Postliceal,Centru,Urban,5739.0,Nu
567,M,49,Liceu,Nord-Est,Urban,3682.0,Da
568,M,18,,Bucuresti-Ilfov,Rural,5640.0,Da
569,M,37,Facultate,Nord-Vest,Urban,6336.0,Da
570,F,41,Facultate,Sud-Vest Oltenia,Urban,4989.0,Da
571,M,42,Gimnaziu,Nord-Est,Urban,2487.0,Da
572,F,22,Masterat,Centru,Rural,5561.0,Da
573,M,39,Liceu,Sud-Vest Oltenia,Urban,3149.0,Nu
574,M,49,Liceu,Nord-Est,Urban,4310.0,Da
575,F,18,Facultate,Vest,Urban,6274.0,Nu
576,F,36,Liceu,Sud-Est,Rural,2700.0,Nu
577,F,53,Facultate,Nord-Vest,Urban,6860.0,Da
578,F,43,Profesional,Sud-Est,Urban,5303.0,Nu
579,F,51,Liceu,Sud-Muntenia,Urban,4136.0,Nu
580,F,37,Primar,Nord-Vest,Urban,3376.0,Nu
581,F,37,Profesional,Sud-Muntenia,Urban,4466.0,Da
582,F,22,Primar,Sud-Est,Rural,2544.0,Nu
583,M,55,Facultate,Nord-Vest,Urban,6650.0,Nu
584,F,49,Facultate,Nord-Vest,Rural,5179.0,Da
585,M,46,Liceu,Nord-Vest,Urban,5638.0,Da
586,M,26,Gimnaziu,Nord-Vest,Urban,3887.0,Nu
587,F,60,Masterat,Nord-Est,Rural,5598.0,Da
588,M,50,Gimnaziu,Sud-Vest Oltenia,Rural,2880.0,Nu
589,M,51,Postliceal,Nord-Vest,Urban,5069.0,Nu
590,M,63,Liceu,Nord-Vest,Urban,6119.0,Nu
591,F,65,Profesional,Sud-Vest Oltenia,Rural,3002.0,Nu
592,F,33,Facultate,Nord-Est,Urban,4258.0,Nu
593,F,37,Facultate,Centru,Rural,5598.0,Da
594,F,34,Liceu,Nord-Est,Rural,3565.0,Nu
595,M,20,Facultate,Sud-Est,Rural,,Nu
596,M,37,Facultate,Vest,Rural,5154.0,Nu
597,F,27,Facultate,Vest,Rural,4720.0,Da
598,M,56,Doctorat,Nord-Est,Rural,5697.0,Da
599,F,52,Postliceal,Nord-Est,Urban,4802.0,Da
600,M,42,Doctorat,Bucuresti-Ilfov,Urban,8958.0,Da
601,F,21,Liceu,Vest,Rural,2644.0,Nu
602,M,39,Facultate,Centru,Urban,7661.0,Da
603,F,56,Profesional,Vest,Urban,4822.0,Nu
604,F,30,Doctorat,Sud-Muntenia,Rural,5181.0,Nu
605,M,28,Liceu,Nord-Est,Rural,3187.0,Nu
606,M,41,Profesional,Sud-Muntenia,Urban,4149.0,Da
607,F,37,Gimnaziu,Sud-Vest Oltenia,Urban,3421.0,Da
608,F,55,Facultate,Sud-Est,Urban,6525.0,Nu
609,F,42,Liceu,Nord-Est,Urban,5233.0,Da
610,F,32,Postliceal,Bucuresti-Ilfov,Urban,5183.0,Da
611,F,47,Profesional,Nord-Est,Rural,2786.0,Nu
612,F,36,Liceu,Sud-Vest Oltenia,Rural,2794.0,Nu
613,F,40,Gimnaziu,Nord-Est,Rural,2335.0,Da
614,M,43,Liceu,Vest,Urban,5844.0,Nu
615,M,57,Masterat,Sud-Est,Urban,7309.0,Nu
616,M,49,Masterat,Bucuresti-Ilfov,Rural,7805.0,Nu
617,F,30,,Sud-Est,Rural,2200.0,Da
618,M,47,Liceu,Nord-Est,Urban,3724.0,Nu
619,F,53,Doctorat,Sud-Est,Rural,5574.0,Da
620,M,52,Liceu,Centru,Rural,3536.0,Nu
621,M,34,Gimnaziu,Sud-Muntenia,Urban,4399.0,Nu
622,M,44,Facultate,Sud-Muntenia,Urban,5203.0,Nu
623,F,44,Facultate,Nord-Est,Urban,5022.0,Nu
624,F,53,Liceu,Sud-Muntenia,Urban,4892.0,Da
625,M,27,Liceu,Bucuresti-Ilfov,Urban,5054.0,Nu
626,F,47,Profesional,Sud-Muntenia,Urban,3963.0,Da
627,M,49,Masterat,Centru,Urban,8299.0,Nu
628,M,33,Gimnaziu,Centru,Urban,4790.0,Da
629,M,45,Profesional,Nord-Vest,Urban,5485.0,Da
630,M,29,Profesional,Bucuresti-Ilfov,Urban,5691.0,Nu
631,F,37,Postliceal,Centru,Rural,,Da
632,F,26,Primar,Nord-Vest,Rural,3138.0,Nu
633,F,24,Liceu,Bucuresti-Ilfov,Urban,4130.0,Nu
634,F,54,Liceu,Bucuresti-Ilfov,Urban,5692.0,Nu
635,F,52,Liceu,Sud-Vest Oltenia,Rural,2542.0,Nu
636,M,38,Facultate,Nord-Est,Rural,4812.0,Da
637,F,43,Primar,Vest,Urban,3175.0,Da
638,M,47,Liceu,Vest,Rural,4722.0,Da
639,F,54,Liceu,Nord-Vest,Rural,3356.0,Nu
640,M,51,Profesional,Sud-Vest Oltenia,Rural,4389.0,Da
641,F,48,Facultate,Sud-Vest Oltenia,Urban,5421.0,Nu
642,F,21,Facultate,Vest,Urban,4603.0,Da
643,M,39,Facultate,Vest,Rural,5458.0,Da
644,F,57,Liceu,Sud-Vest Oltenia,Urban,4326.0,Nu
645,M,52,Primar,Sud-Vest Oltenia,Urban,4056.0,Nu
646,F,49,Primar,Nord-Est,Urban,2720.0,Da
647,M,47,Facultate,Centru,Urban,5422.0,Da
648,F,27,Liceu,Nord-Est,Rural,2200.0,Nu
649,M,36,Liceu,Centru,Urban,4817.0,Nu
650,F,48,Masterat,Sud-Est,Rural,4475.0,Da
651,F,60,Masterat,Bucuresti-Ilfov,Urban,8449.0,Da
652,M,52,Postliceal,Centru,Urban,5062.0,Nu
653,M,54,Masterat,Bucuresti-Ilfov,Rural,6808.0,Da
654,M,47,Facultate,Sud-Muntenia,Urban,6613.0,Nu
655,M,37,Profesional,Sud-Est,Urban,4643.0,Nu
656,M,33,Postliceal,Nord-Est,Urban,4951.0,Da
657,F,31,Liceu,Sud-Est,Urban,3326.0,Nu
658,F,21,Masterat,Nord-Vest,Urban,6283.0,Da
659,F,29,Facultate,Centru,Urban,5236.0,Da
660,F,31,Facultate,Vest,Rural,4618.0,Nu
661,M,43,Facultate,Bucuresti-Ilfov,Rural,6786.0,Da
662,M,24,Masterat,Vest,Rural,5517.0,Nu
663,M,30,Gimnaziu,Bucuresti-Ilfov,Rural,4484.0,Nu
664,F,40,Gimnaziu,Centru,Rural,2839.0,Da
665,M,50,Liceu,Nord-Est,Rural,2737.0,Da
666,F,37,Masterat,Nord-Vest,Rural,5648.0,Da
667,F,45,Facultate,Bucuresti-Ilfov,Urban,5554.0,Nu
668,M,47,Liceu,Sud-Vest Oltenia,Rural,2822.0,Da
669,F,28,Masterat,Nord-Vest,Rural,5978.0,Nu
670,F,58,Masterat,Sud-Est,Urban,5176.0,Nu
671,M,18,Postliceal,Nord-Est,Urban,4101.0,Nu
672,F,18,Facultate,Nord-Vest,Rural,2998.0,Da
673,M,43,Profesional,Centru,Rural,3214.0,Da
674,M,26,Liceu,Nord-Est,Rural,2905.0,Da
675,M,36,Masterat,Sud-Vest Oltenia,Urban,6473.0,Da
676,F,44,Liceu,Bucuresti-Ilfov,Rural,4440.0,Nu
677,M,55,Facultate,Sud-Muntenia,Urban,6548.0,Da
678,M,41,Gimnaziu,Centru,Urban,3616.0,Nu
679,F,27,Gimnaziu,Vest,Urban,3289.0,Da
680,M,44,Postliceal,Bucuresti-Ilfov,Rural,5690.0,Da
681,F,56,Liceu,Sud-Est,Urban,3844.0,Nu
682,F,47,Facultate,Vest,Urban,5584.0,Da
683,F,67,Gimnaziu,Vest,Urban,3603.0,Nu
684,F,32,Postliceal,Sud-Muntenia,Urban,3959.0,Da
685,F,34,Facultate,Sud-Muntenia,Rural,3837.0,Nu
686,F,51,Gimnaziu,Bucuresti-Ilfov,Urban,5082.0,Nu
687,F,48,Facultate,Centru,Urban,6368.0,Da
688,F,42,Gimnaziu,Centru,Urban,3710.0,Da
689,F,28,Postliceal,Bucuresti-Ilfov,Urban,5139.0,Nu
690,F,31,Masterat,Nord-Vest,Rural,5575.0,Nu
691,F,50,Liceu,Centru,Rural,,Da
692,M,43,Liceu,Sud-Muntenia,Rural,3290.0,Nu
693,F,42,Liceu,Vest,Urban,4921.0,Nu
694,F,32,Liceu,Bucuresti-Ilfov,Urban,5595.0,Nu
695,M,18,Gimnaziu,Nord-Est,Rural,2200.0,Nu
696,F,64,Masterat,Sud-Muntenia,Rural,6047.0,Nu
697,F,46,Liceu,Bucuresti-Ilfov,Rural,4691.0,Nu
698,F,30,Profesional,Bucuresti-Ilfov,Urban,4571.0,Nu
699,F,35,Liceu,Sud-Muntenia,Urban,3881.0,Da
700,F,42,Facultate,Vest,Urban,5549.0,Da
701,F,36,Facultate,Bucuresti-Ilfov,Rural,6455.0,Da
702,M,48,Liceu,Nord-Est,Urban,3877.0,Nu
703,F,27,Facultate,Sud-Vest Oltenia,Rural,2606.0,Da
704,M,42,Liceu,Bucuresti-Ilfov,Urban,5102.0,Nu
705,F,48,Liceu,Sud-Vest Oltenia,Urban,3167.0,Nu
706,F,45,Facultate,Sud-Est,Rural,4406.0,Nu
707,M,44,Profesional,Sud-Est,Urban,4160.0,Da
708,F,43,Gimnaziu,Bucuresti-Ilfov,Urban,4400.0,Da
709,M,39,Liceu,Sud-Vest Oltenia,Urban,4370.0,Da
710,M,44,Liceu,Sud-Est,Rural,3396.0,Da
711,M,30,Profesional,Nord-Vest,Rural,4383.0,Da
712,F,33,Masterat,Nord-Est,Urban,5994.0,Nu
713,M,46,Masterat,Nord-Vest,Urban,6487.0,Da
714,F,18,Gimnaziu,Nord-Est,Rural,2494.0,Nu
715,F,53,Gimnaziu,Vest,Rural,3656.0,Nu
716,M,37,Liceu,Sud-Muntenia,Rural,3338.0,Da
717,F,43,Profesional,Nord-Vest,Rural,3598.0,Nu
718,F,31,Liceu,Bucuresti-Ilfov,Rural,3395.0,Da
719,F,24,Liceu,Nord-Est,Rural,2200.0,Nu
720,M,34,Masterat,Nord-Vest,Urban,6835.0,Nu
721,F,31,Liceu,Bucuresti-Ilfov,Urban,5787.0,Da
722,M,41,Liceu,Nord-Vest,Urban,5249.0,Nu
723,M,39,Liceu,Nord-Vest,Urban,4892.0,Da
724,M,67,Liceu,Sud-Vest Oltenia,Rural,3734.0,Nu
725,F,18,Liceu,Sud-Muntenia,Urban,2203.0,Nu
726,M,59,Liceu,Vest,Urban,5918.0,Da
727,F,27,Primar,Sud-Est,Rural,2495.0,Nu
728,M,63,Masterat,Sud-Muntenia,Urban,6903.0,Da
729,M,49,Liceu,Sud-Vest Oltenia,Rural,4115.0,Nu
730,M,26,Liceu,Sud-Est,Urban,4094.0,Da
731,F,39,Liceu,Bucuresti-Ilfov,Rural,5159.0,Nu
732,F,42,Profesional,Centru,Urban,4154.0,Nu
733,M,27,Liceu,Sud-Muntenia,Rural,3461.0,Da
734,M,48,Masterat,Sud-Est,Urban,6422.0,Nu
735,M,47,Liceu,Centru,Urban,5733.0,Da
736,M,52,Primar,Sud-Muntenia,Rural,3946.0,Nu
737,M,34,Liceu,Centru,Rural,3477.0,Nu
738,M,21,Doctorat,Centru,Urban,8771.0,Da
739,M,27,Facultate,Bucuresti-Ilfov,Urban,7253.0,Nu
740,F,40,Masterat,Sud-Est,Rural,5136.0,Nu
741,F,33,Facultate,Sud-Est,Rural,3858.0,Nu
742,M,35,Liceu,Sud-Vest Oltenia,Rural,3685.0,Nu
743,M,62,Postliceal,Sud-Vest Oltenia,Urban,5606.0,Nu
744,M,46,Liceu,Sud-Est,Rural,3427.0,Da
745,F,59,Primar,Sud-Muntenia,Urban,4302.0,Nu
746,F,20,Primar,Bucuresti-Ilfov,Rural,3038.0,Nu
747,F,33,Profesional,Centru,Rural,3200.0,Da
748,M,37,Gimnaziu,Bucuresti-Ilfov,Urban,5192.0,Da
749,M,54,Primar,Sud-Est,Rural,2698.0,Nu
750,F,41,Facultate,Bucuresti-Ilfov,Urban,5413.0,Nu
751,F,40,Liceu,Nord-Vest,Urban,3370.0,Da
752,F,32,Primar,Vest,Urban,4524.0,Nu
753,F,24,Facultate,Bucuresti-Ilfov,Rural,5472.0,Da
754,M,41,Postliceal,Nord-Vest,Rural,3811.0,Da
755,F,67,Liceu,Nord-Vest,Urban,4645.0,Nu
756,M,18,Postliceal,Bucuresti-Ilfov,Urban,5954.0,Nu
757,M,60,Profesional,Nord-Vest,Urban,4386.0,Da
758,F,64,Liceu,Sud-Est,Rural,3161.0,Da
759,M,54,Liceu,Nord-Vest,Urban,5372.0,Nu
760,M,26,Gimnaziu,Sud-Est,Rural,2498.0,Nu
761,M,51,Liceu,Nord-Vest,Rural,3093.0,Nu
762,M,42,Profesional,Nord-Est,Rural,3168.0,Da
763,M,26,Liceu,Sud-Muntenia,Urban,3222.0,Nu
764,M,29,Gimnaziu,Sud-Muntenia,Urban,3028.0,Nu
765,M,18,Doctorat,Bucuresti-Ilfov,Rural,8025.0,Nu
766,F,19,Facultate,Sud-Vest Oltenia,Urban,4542.0,Nu
767,M,39,Primar,Nord-Vest,Rural,2951.0,Nu
768,F,44,Postliceal,Vest,Rural,4646.0,Da
769,M,33,Profesional,Bucuresti-Ilfov,Urban,6513.0,Da
770,F,29,Masterat,Nord-Vest,Rural,5829.0,Da
771,F,37,Doctorat,Nord-Vest,Urban,6858.0,Nu
772,M,34,Facultate,Centru,Rural,4251.0,Nu
773,F,48,Postliceal,Sud-Vest Oltenia,Rural,4345.0,Nu
774,F,61,Facultate,Sud-Muntenia,Rural,,Nu
775,M,29,Gimnaziu,Nord-Vest,Rural,2893.0,Da
776,M,51,Postliceal,Centru,Urban,5164.0,Da
777,F,32,Postliceal,Sud-Vest Oltenia,Rural,2613.0,Nu
778,M,44,Doctorat,Nord-Est,Rural,6597.0,Da
779,F,36,Liceu,Sud-Est,Rural,3195.0,Da
780,M,47,Postliceal,Centru,Urban,5381.0,Nu
781,M,23,Facultate,Nord-Est,Urban,4281.0,Nu
782,M,31,Facultate,Sud-Vest Oltenia,Rural,3890.0,Nu
783,M,60,Primar,Bucuresti-Ilfov,Urban,5093.0,Nu
784,F,41,Masterat,Bucuresti-Ilfov,Urban,8322.0,Da
785,M,58,Profesional,Vest,Rural,5271.0,Nu
786,F,28,Profesional,Sud-Muntenia,Rural,3113.0,Nu
787,F,60,Liceu,Bucuresti-Ilfov,Urban,6033.0,Nu
788,F,51,Profesional,Nord-Est,Rural,3009.0,Nu
789,F,37,Liceu,Vest,Urban,4057.0,Nu
790,F,29,Facultate,Sud-Muntenia,Rural,3803.0,Da
791,F,62,Profesional,Nord-Est,Rural,3143.0,Da
792,M,39,Liceu,Nord-Est,Urban,3285.0,Nu
793,M,37,Facultate,Nord-Vest,Urban,5613.0,Da
794,M,58,Profesional,Sud-Vest Oltenia,Rural,3033.0,Da
795,M,65,Liceu,Vest,Urban,5382.0,Nu
796,M,50,Profesional,Nord-Est,Urban,3863.0,Nu
797,M,41,Facultate,Nord-Vest,Urban,5417.0,Nu
798,M,34,Postliceal,Sud-Muntenia,Urban,4983.0,Nu
799,M,34,Gimnaziu,Bucuresti-Ilfov,Urban,4602.0,Nu
800,M,39,Liceu,Sud-Est,Urban,4689.0,Da
801,M,48,Liceu,Bucuresti-Ilfov,Urban,5732.0,Da
802,F,49,Masterat,Centru,Urban,5991.0,Da
803,M,33,Liceu,Sud-Vest Oltenia,Rural,2691.0,Da
804,M,27,Facultate,Sud-Vest Oltenia,Urban,5531.0,Nu
805,M,49,Masterat,Nord-Vest,Rural,6946.0,Nu
806,F,18,Gimnaziu,Sud-Vest Oltenia,Rural,2390.0,Da
807,M,34,Facultate,Nord-Est,Rural,4463.0,Nu
808,M,61,Liceu,Centru,Rural,3285.0,Nu
809,M,20,Profesional,Bucuresti-Ilfov,Rural,4292.0,Nu
810,M,34,Liceu,Sud-Est,Urban,4378.0,Da
811,M,61,,Bucuresti-Ilfov,Urban,5638.0,Da
812,M,36,Masterat,Bucuresti-Ilfov,Urban,6973.0,Nu
813,F,56,Doctorat,Bucuresti-Ilfov,Urban,8814.0,Nu
814,F,63,Liceu,Vest,Urban,4636.0,Da
815,M,41,Postliceal,Sud-Muntenia,Urban,3441.0,Da
816,F,36,Postliceal,Vest,Urban,4366.0,Da
817,F,42,Liceu,Centru,Urban,4371.0,Nu
818,M,37,Facultate,Vest,Urban,6859.0,Nu
819,M,42,Gimnaziu,Nord-Est,Urban,3421.0,Nu
820,F,40,Liceu,Sud-Est,Urban,4093.0,Nu
821,F,55,Primar,Nord-Est,Urban,2758.0,Nu
822,F,52,Primar,Sud-Est,Urban,3346.0,Nu
823,F,38,Facultate,Nord-Est,Rural,2780.0,Da
824,M,59,Facultate,Sud-Est,Rural,5749.0,Nu
825,M,50,Liceu,Centru,Rural,3734.0,Da
826,M,29,Liceu,Sud-Est,Rural,2863.0,Da
827,M,51,Masterat,Sud-Muntenia,Rural,6068.0,Nu
828,F,54,Facultate,Nord-Vest,Urban,4912.0,Da
829,F,57,Doctorat,Nord-Vest,Urban,7653.0,Nu
830,M,32,Liceu,Sud-Est,Urban,4733.0,Nu
831,F,47,Liceu,Nord-Est,Urban,3977.0,Da
832,F,67,Gimnaziu,Sud-Est,Rural,2845.0,Da
833,M,51,Facultate,Nord-Vest,Rural,5178.0,Da
834,M,49,Primar,Vest,Urban,5542.0,Nu
835,M,24,Facultate,Bucuresti-Ilfov,Rural,5732.0,Nu
836,F,57,Liceu,Vest,Rural,3987.0,Da
837,M,33,Liceu,Nord-Vest,Rural,3308.0,Nu
838,M,42,Gimnaziu,Nord-Est,Urban,3199.0,Nu
839,F,45,Liceu,Sud-Muntenia,Urban,3531.0,Nu
840,F,30,Masterat,Sud-Vest Oltenia,Urban,5822.0,Nu
841,F,40,Liceu,Bucuresti-Ilfov,Rural,5029.0,Nu
842,M,19,Facultate,Bucuresti-Ilfov,Urban,6635.0,Da
843,M,44,Gimnaziu,Bucuresti-Ilfov,Rural,4783.0,Nu
844,F,48,Facultate,Vest,Urban,6466.0,Da
845,M,42,Profesional,Vest,Urban,5232.0,Nu
846,F,18,Gimnaziu,Vest,Rural,2710.0,Nu
847,F,22,Profesional,Nord-Est,Urban,2596.0,Da
848,M,30,Liceu,Sud-Vest Oltenia,Urban,4201.0,Da
849,F,53,Liceu,Centru,Urban,5441.0,Da
850,F,59,Facultate,Bucuresti-Ilfov,Rural,6171.0,Da
851,F,37,Postliceal,Centru,Rural,4040.0,Da
852,M,63,Liceu,Nord-Vest,Rural,4038.0,Nu
853,M,39,Facultate,Vest,Rural,5594.0,Da
854,F,44,Facultate,Nord-Est,Rural,4059.0,Nu
855,F,46,Doctorat,Sud-Muntenia,Urban,6835.0,Da
856,F,39,Liceu,Centru,Rural,2452.0,Da
857,F,45,Facultate,Nord-Vest,Rural,5090.0,Nu
858,F,38,Postliceal,Nord-Est,Urban,3180.0,Nu
859,F,61,Facultate,Vest,Rural,5602.0,Da
860,F,35,Liceu,Vest,Urban,3677.0,Nu
861,M,53,Profesional,Bucuresti-Ilfov,Rural,5212.0,Nu
862,F,44,Profesional,Sud-Muntenia,Rural,3313.0,Nu
863,M,20,Doctorat,Sud-Muntenia,Urban,7502.0,Da
864,M,23,Masterat,Sud-Muntenia,Rural,5273.0,Da
865,F,56,Masterat,Nord-Est,Urban,6244.0,Nu
866,M,38,Liceu,Nord-Vest,Urban,4455.0,Da
867,F,64,Gimnaziu,Nord-Est,Rural,3807.0,Nu
868,M,66,Facultate,Sud-Est,Urban,5932.0,Nu
869,F,18,Facultate,Sud-Vest Oltenia,Urban,5055.0,Da
870,F,64,Primar,Sud-Est,Rural,2953.0,Nu
871,F,46,Facultate,Sud-Est,Rural,4236.0,Da
